item_id,order_id,product_id,quantity,unit_price,discount,total_price
205,108,62,4,14280.44,0.03,55408.11
206,108,9,2,7183.14,0.03,13935.29
207,109,64,3,84508.81,0.27,185074.29
208,109,15,3,24367.31,0.27,53364.41
209,109,11,4,88670.41,0.27,258917.6
210,109,59,3,83617.75,0.27,183122.87
211,110,71,3,11556.35,0.22,27041.86
212,110,43,2,5548.08,0.22,8655.0
213,111,76,3,72219.94,0.21,171161.26
214,111,67,2,8396.63,0.21,13266.68
215,112,3,4,38029.77,0.18,124737.65
216,113,43,3,5548.08,0.21,13148.95
217,113,66,4,61904.99,0.21,195619.77
218,114,52,3,5579.09,0.21,13222.44
219,114,7,1,9287.7,0.21,7337.28
220,114,76,2,72219.94,0.21,114107.51
221,114,39,2,6469.08,0.21,10221.15
222,115,29,2,48589.17,0.22,75799.11
223,115,32,1,65897.49,0.22,51400.04
224,115,60,3,89648.07,0.22,209776.48
225,116,52,3,5579.09,0.04,16067.78
226,116,54,3,76634.69,0.04,220707.91
227,117,21,4,89758.59,0.19,290817.83
228,118,9,4,7183.14,0.0,28732.56
229,118,41,4,70636.29,0.0,282545.16
230,118,8,2,23879.43,0.0,47758.86
231,118,56,4,3671.78,0.0,14687.12
232,119,4,3,2484.58,0.06,7006.52
233,119,43,1,5548.08,0.06,5215.2
234,120,63,4,802.3,0.21,2535.27
235,121,51,4,14015.23,0.04,53818.48
236,121,76,2,72219.94,0.04,138662.28
237,121,28,3,75765.07,0.04,218203.4
238,121,52,2,5579.09,0.04,10711.85
239,122,22,2,77512.15,0.29,110067.25
240,122,44,3,17322.95,0.29,36897.88
241,123,11,1,88670.41,0.19,71823.03
242,123,13,1,60347.75,0.19,48881.68
243,124,2,4,66307.76,0.18,217489.45
244,124,20,4,67255.54,0.18,220598.17
245,124,70,1,49147.57,0.18,40301.01
246,125,20,2,67255.54,0.26,99538.2
247,125,7,1,9287.7,0.26,6872.9
248,125,1,2,57583.47,0.26,85223.54
249,125,61,3,83999.02,0.26,186477.82
250,126,47,1,83379.39,0.22,65035.92
251,126,46,2,8900.99,0.22,13885.54
252,126,74,3,83325.17,0.22,194980.9
253,126,12,3,40860.59,0.22,95613.78
254,127,75,1,79338.32,0.15,67437.57
255,128,79,4,20139.83,0.02,78948.13
256,128,1,4,57583.47,0.02,225727.2
257,128,25,1,61384.76,0.02,60157.06
258,128,22,3,77512.15,0.02,227885.72
259,129,79,1,20139.83,0.04,19334.24
260,129,68,3,69422.62,0.04,199937.15
261,130,60,3,89648.07,0.16,225913.14
262,131,66,1,61904.99,0.01,61285.94
263,132,29,1,48589.17,0.28,34984.2
264,132,37,4,1989.98,0.28,5731.14
265,133,21,3,89758.59,0.19,218113.37
266,133,61,3,83999.02,0.19,204117.62
267,133,58,3,23977.74,0.19,58265.91
268,134,52,2,5579.09,0.12,9819.2
269,134,54,3,76634.69,0.12,202315.58
270,135,27,4,87471.74,0.08,321896.0
271,135,31,2,21625.76,0.08,39791.4
272,136,5,1,19916.61,0.29,14140.79
273,136,11,1,88670.41,0.29,62955.99
274,137,58,2,23977.74,0.19,38843.94
275,138,10,3,52002.96,0.09,141968.08
276,139,41,4,70636.29,0.02,276894.26
277,139,75,4,79338.32,0.02,311006.21
278,139,31,4,21625.76,0.02,84772.98
279,140,71,3,11556.35,0.18,28428.62
280,141,27,2,87471.74,0.05,166196.31
281,141,61,4,83999.02,0.05,319196.28
282,141,5,2,19916.61,0.05,37841.56
283,141,47,3,83379.39,0.05,237631.26
284,142,5,3,19916.61,0.05,56762.34
285,143,64,4,84508.81,0.08,310992.42
286,144,51,4,14015.23,0.22,43727.52
287,144,42,2,31950.35,0.22,49842.55
288,145,55,2,36398.42,0.24,55325.6
289,145,41,1,70636.29,0.24,53683.58
290,145,73,2,70231.45,0.24,106751.8
291,146,54,2,76634.69,0.29,108821.26
292,146,12,1,40860.59,0.29,29011.02
293,146,63,2,802.3,0.29,1139.27
294,146,43,2,5548.08,0.29,7878.27
295,147,64,2,84508.81,0.11,150425.68
296,147,36,2,80974.31,0.11,144134.27
297,148,2,3,66307.76,0.05,188977.12
298,148,47,3,83379.39,0.05,237631.26
299,149,14,4,57183.55,0.22,178412.68
300,150,65,2,14073.77,0.26,20829.18
301,150,26,3,10127.54,0.26,22483.14
302,150,28,3,75765.07,0.26,168198.46
303,151,68,2,69422.62,0.11,123572.26
304,151,76,4,72219.94,0.11,257102.99
305,152,6,3,62861.73,0.17,156525.71
306,152,59,4,83617.75,0.17,277610.93
307,152,76,1,72219.94,0.17,59942.55
308,153,3,4,38029.77,0.07,141470.74
309,154,9,4,7183.14,0.08,26433.96
310,154,61,4,83999.02,0.08,309116.39
311,155,78,2,20095.79,0.2,32153.26
312,155,74,4,83325.17,0.2,266640.54
313,155,30,3,29240.63,0.2,70177.51
314,155,41,3,70636.29,0.2,169527.1
315,156,5,3,19916.61,0.29,42422.38
316,156,30,4,29240.63,0.29,83043.39
317,156,75,3,79338.32,0.29,168990.62
318,157,30,1,29240.63,0.26,21638.07
319,158,58,2,23977.74,0.17,39803.05
320,159,56,1,3671.78,0.24,2790.55
321,160,36,1,80974.31,0.18,66398.93
322,160,69,3,49695.07,0.18,122249.87
323,160,70,1,49147.57,0.18,40301.01
324,160,54,4,76634.69,0.18,251361.78
325,161,28,1,75765.07,0.27,55308.5
326,161,69,2,49695.07,0.27,72554.8
327,161,71,4,11556.35,0.27,33744.54
328,161,37,3,1989.98,0.27,4358.06
329,162,26,1,10127.54,0.28,7291.83
330,163,11,2,88670.41,0.25,133005.61
331,163,43,4,5548.08,0.25,16644.24
332,164,17,3,36163.71,0.23,83538.17
333,165,38,3,63733.9,0.03,185465.65
334,166,55,2,36398.42,0.29,51685.76
335,166,27,3,87471.74,0.29,186314.81
336,167,37,3,1989.98,0.28,4298.36
337,168,71,1,11556.35,0.27,8436.14
338,168,9,1,7183.14,0.27,5243.69
339,168,10,2,52002.96,0.27,75924.32
340,168,20,1,67255.54,0.27,49096.54
341,169,35,4,64193.11,0.15,218256.57
342,169,23,3,53716.17,0.15,136976.23
343,169,15,1,24367.31,0.15,20712.21
344,170,69,1,49695.07,0.17,41246.91
345,170,60,4,89648.07,0.17,297631.59
346,171,36,3,80974.31,0.09,221059.87
347,171,11,1,88670.41,0.09,80690.07
348,172,50,2,38127.37,0.21,60241.24
349,173,33,1,11641.39,0.07,10826.49
350,173,3,1,38029.77,0.07,35367.69
351,174,44,2,17322.95,0.03,33606.52
352,175,69,4,49695.07,0.12,174926.65
353,175,25,3,61384.76,0.12,162055.77
354,176,50,4,38127.37,0.14,131158.15
355,177,66,4,61904.99,0.05,235238.96
356,178,25,4,61384.76,0.18,201342.01
357,179,9,4,7183.14,0.03,27870.58
358,179,30,4,29240.63,0.03,113453.64
359,179,64,3,84508.81,0.03,245920.64
360,180,26,1,10127.54,0.2,8102.03
361,180,6,4,62861.73,0.2,201157.54
362,181,74,3,83325.17,0.29,177482.61
363,182,48,3,19314.88,0.07,53888.52
364,183,1,4,57583.47,0.04,221120.52
365,183,41,1,70636.29,0.04,67810.84
366,184,13,1,60347.75,0.04,57933.84
367,185,61,3,83999.02,0.28,181437.88
368,185,64,1,84508.81,0.28,60846.34
369,186,5,2,19916.61,0.01,39434.89
370,186,41,3,70636.29,0.01,209789.78
371,187,55,1,36398.42,0.24,27662.8
372,187,38,1,63733.9,0.24,48437.76
373,188,39,2,6469.08,0.04,12420.63
374,189,49,3,88678.27,0.13,231450.28
375,189,20,3,67255.54,0.13,175536.96
376,190,10,1,52002.96,0.2,41602.37
377,190,68,4,69422.62,0.2,222152.38
378,190,47,3,83379.39,0.2,200110.54
379,191,53,1,82751.9,0.08,76131.75
380,191,3,3,38029.77,0.08,104962.17
381,192,12,2,40860.59,0.19,66194.16
382,193,78,1,20095.79,0.26,14870.88
383,193,77,1,70883.97,0.26,52454.14
384,193,13,3,60347.75,0.26,133972.01
385,193,47,3,83379.39,0.26,185102.25
386,194,16,2,75871.39,0.04,145673.07
387,195,75,2,79338.32,0.07,147569.28
388,195,11,1,88670.41,0.07,82463.48
389,196,71,1,11556.35,0.23,8898.39
390,197,71,3,11556.35,0.1,31202.15
391,197,74,3,83325.17,0.1,224977.96
392,197,70,1,49147.57,0.1,44232.81
393,198,6,1,62861.73,0.05,59718.64
394,198,40,3,11993.84,0.05,34182.44
395,198,54,3,76634.69,0.05,218408.87
396,199,18,1,19214.13,0.02,18829.85
397,199,9,1,7183.14,0.02,7039.48
398,200,62,1,14280.44,0.3,9996.31
399,201,47,1,83379.39,0.07,77542.83
400,201,52,3,5579.09,0.07,15565.66
401,202,72,2,80912.32,0.02,158588.15
402,203,22,2,77512.15,0.11,137971.63
403,204,73,1,70231.45,0.18,57589.79
404,204,14,4,57183.55,0.18,187562.04
405,205,17,2,36163.71,0.01,71604.15
406,206,66,4,61904.99,0.04,237715.16
407,206,31,1,21625.76,0.04,20760.73
408,207,35,2,64193.11,0.16,107844.42
409,207,74,4,83325.17,0.16,279972.57
410,208,8,2,23879.43,0.07,44415.74
411,208,56,4,3671.78,0.07,13659.02
412,209,68,3,69422.62,0.1,187441.07
413,210,52,4,5579.09,0.22,17406.76
414,211,37,1,1989.98,0.02,1950.18
415,211,35,4,64193.11,0.02,251636.99
416,211,32,3,65897.49,0.02,193738.62
417,211,79,4,20139.83,0.02,78948.13
418,212,15,4,24367.31,0.23,75051.31
419,213,33,2,11641.39,0.11,20721.67
420,213,17,1,36163.71,0.11,32185.7
421,214,32,2,65897.49,0.1,118615.48
422,214,17,1,36163.71,0.1,32547.34
423,214,6,1,62861.73,0.1,56575.56
424,214,30,4,29240.63,0.1,105266.27
425,215,28,3,75765.07,0.28,163652.55
426,216,74,1,83325.17,0.1,74992.65
427,216,1,4,57583.47,0.1,207300.49
428,216,27,1,87471.74,0.1,78724.57
429,216,15,3,24367.31,0.1,65791.74
430,217,19,2,12943.16,0.24,19673.6
431,218,16,3,75871.39,0.11,202576.61
432,218,48,4,19314.88,0.11,68760.97
433,219,67,3,8396.63,0.22,19648.11
434,220,26,2,10127.54,0.26,14988.76
435,220,19,4,12943.16,0.26,38311.75
436,221,32,4,65897.49,0.1,237230.96
437,222,36,1,80974.31,0.03,78545.08
438,222,56,3,3671.78,0.03,10684.88
439,223,60,2,89648.07,0.07,166745.41
440,224,8,4,23879.43,0.25,71638.29
441,225,27,1,87471.74,0.13,76100.41
442,225,53,3,82751.9,0.13,215982.46
443,226,36,2,80974.31,0.11,144134.27
444,227,2,1,66307.76,0.12,58350.83
445,227,61,4,83999.02,0.12,295676.55
446,228,29,4,48589.17,0.15,165203.18
447,229,36,4,80974.31,0.25,242922.93
448,230,35,4,64193.11,0.07,238798.37
449,230,21,2,89758.59,0.07,166950.98
450,230,62,1,14280.44,0.07,13280.81
451,230,29,2,48589.17,0.07,90375.86
452,231,50,2,38127.37,0.09,69391.81
453,231,29,1,48589.17,0.09,44216.14
454,232,48,3,19314.88,0.1,52150.18
455,233,35,3,64193.11,0.16,161766.64
456,233,67,4,8396.63,0.16,28212.68
457,234,73,1,70231.45,0.27,51268.96
458,235,37,3,1989.98,0.05,5671.44
459,236,72,2,80912.32,0.1,145642.18
460,236,79,4,20139.83,0.1,72503.39
461,236,74,1,83325.17,0.1,74992.65
462,237,3,3,38029.77,0.22,88989.66
463,238,71,3,11556.35,0.09,31548.84
464,238,54,1,76634.69,0.09,69737.57
465,238,73,4,70231.45,0.09,255642.48
466,239,14,3,57183.55,0.25,128662.99
467,240,55,3,36398.42,0.03,105919.4
468,240,33,2,11641.39,0.03,22584.3
469,241,78,3,20095.79,0.06,56670.13
470,241,73,1,70231.45,0.06,66017.56
471,242,80,2,87022.33,0.29,123571.71
472,243,42,3,31950.35,0.14,82431.9
473,243,6,4,62861.73,0.14,216244.35
474,243,44,2,17322.95,0.14,29795.47
475,244,64,4,84508.81,0.16,283949.6
476,244,30,1,29240.63,0.16,24562.13
477,245,14,2,57183.55,0.06,107505.07
478,245,73,2,70231.45,0.06,132035.13
479,246,6,4,62861.73,0.07,233845.64
480,246,27,4,87471.74,0.07,325394.87
481,247,10,4,52002.96,0.2,166409.47
482,247,14,2,57183.55,0.2,91493.68
483,248,28,2,75765.07,0.12,133346.52
484,249,5,3,19916.61,0.25,44812.37
485,250,76,4,72219.94,0.21,228215.01
486,251,36,4,80974.31,0.14,278551.63
487,252,12,1,40860.59,0.01,40451.98
488,252,44,1,17322.95,0.01,17149.72
489,252,31,3,21625.76,0.01,64228.51
490,253,69,4,49695.07,0.29,141134.0
491,253,31,3,21625.76,0.29,46062.87
492,253,6,2,62861.73,0.29,89263.66
493,254,1,2,57583.47,0.05,109408.59
494,254,63,4,802.3,0.05,3048.74
495,255,13,2,60347.75,0.01,119488.54
496,255,12,3,40860.59,0.01,121355.95
497,255,65,1,14073.77,0.01,13933.03
498,256,45,4,41689.26,0.04,160086.76
499,256,46,2,8900.99,0.04,17089.9
500,257,13,1,60347.75,0.27,44053.86
501,258,25,2,61384.76,0.17,101898.7
502,258,23,2,53716.17,0.17,89168.84
503,259,23,2,53716.17,0.24,81648.58
504,259,26,2,10127.54,0.24,15393.86
505,260,59,1,83617.75,0.03,81109.22
506,261,29,2,48589.17,0.23,74827.32
507,261,80,1,87022.33,0.23,67007.19
508,262,27,3,87471.74,0.23,202059.72
509,263,39,2,6469.08,0.26,9574.24
510,263,56,1,3671.78,0.26,2717.12
511,264,21,1,89758.59,0.18,73602.04
512,264,61,2,83999.02,0.18,137758.39
513,264,49,3,88678.27,0.18,218148.54
514,265,23,4,53716.17,0.19,174040.39
515,266,21,2,89758.59,0.27,131047.54
516,267,54,1,76634.69,0.14,65905.83
517,268,22,3,77512.15,0.09,211608.17
518,268,35,4,64193.11,0.09,233662.92
519,269,77,2,70883.97,0.03,137514.9
520,270,55,3,36398.42,0.13,94999.88
521,270,23,3,53716.17,0.13,140199.2
522,270,79,3,20139.83,0.13,52564.96
523,270,57,2,28540.65,0.13,49660.73
524,271,3,4,38029.77,0.18,124737.65
525,271,26,4,10127.54,0.18,33218.33
526,271,52,1,5579.09,0.18,4574.85
527,271,38,1,63733.9,0.18,52261.8
528,272,17,1,36163.71,0.22,28207.69
529,272,7,4,9287.7,0.22,28977.62
530,272,30,4,29240.63,0.22,91230.77
531,273,75,2,79338.32,0.15,134875.14
532,273,18,2,19214.13,0.15,32664.02
533,273,7,2,9287.7,0.15,15789.09
534,273,67,2,8396.63,0.15,14274.27
535,274,66,2,61904.99,0.12,108952.78
536,274,78,1,20095.79,0.12,17684.3
537,274,70,3,49147.57,0.12,129749.58
538,274,10,1,52002.96,0.12,45762.6
539,275,43,2,5548.08,0.01,10985.2
540,276,6,2,62861.73,0.07,116922.82
541,276,55,2,36398.42,0.07,67701.06
542,276,63,2,802.3,0.07,1492.28
543,277,12,2,40860.59,0.06,76817.91
544,277,67,4,8396.63,0.06,31571.33
545,278,70,1,49147.57,0.19,39809.53
546,279,42,2,31950.35,0.15,54315.59
547,279,59,3,83617.75,0.15,213225.26
548,280,44,1,17322.95,0.18,14204.82
549,280,4,1,2484.58,0.18,2037.36
550,280,5,1,19916.61,0.18,16331.62
551,280,2,1,66307.76,0.18,54372.36
552,281,75,1,79338.32,0.22,61883.89
553,282,25,4,61384.76,0.01,243083.65
554,283,13,1,60347.75,0.26,44657.33
555,283,57,1,28540.65,0.26,21120.08
556,283,69,2,49695.07,0.26,73548.7
557,283,48,3,19314.88,0.26,42879.03
558,284,15,3,24367.31,0.2,58481.54
559,285,34,2,78530.73,0.0,157061.46
560,285,21,4,89758.59,0.0,359034.36
561,285,11,3,88670.41,0.0,266011.23
562,286,10,2,52002.96,0.24,79044.5
563,286,20,3,67255.54,0.24,153342.63
564,287,6,4,62861.73,0.21,198643.07
565,287,41,4,70636.29,0.21,223210.68
566,288,56,4,3671.78,0.26,10868.47
567,289,77,1,70883.97,0.2,56707.18
568,290,34,2,78530.73,0.0,157061.46
569,291,44,1,17322.95,0.19,14031.59
570,292,67,3,8396.63,0.14,21663.31
571,293,52,1,5579.09,0.08,5132.76
572,293,49,2,88678.27,0.08,163168.02
573,294,35,2,64193.11,0.16,107844.42
574,294,66,3,61904.99,0.16,156000.57
575,295,7,3,9287.7,0.12,24519.53
576,296,22,4,77512.15,0.2,248038.88
577,297,71,4,11556.35,0.12,40678.35
578,297,6,1,62861.73,0.12,55318.32
579,298,31,4,21625.76,0.24,65742.31
580,298,53,3,82751.9,0.24,188674.33
581,299,3,2,38029.77,0.16,63890.01
582,299,80,2,87022.33,0.16,146197.51
583,299,68,1,69422.62,0.16,58315.0
584,300,7,1,9287.7,0.11,8266.05
585,301,33,1,11641.39,0.26,8614.63
586,301,68,3,69422.62,0.26,154118.22
587,301,16,3,75871.39,0.26,168434.49
588,302,23,2,53716.17,0.22,83797.23
589,302,71,2,11556.35,0.22,18027.91
590,302,61,4,83999.02,0.22,262076.94
591,302,64,2,84508.81,0.22,131833.74
592,303,9,3,7183.14,0.28,15515.58
593,303,52,2,5579.09,0.28,8033.89
594,304,9,2,7183.14,0.11,12785.99
595,305,80,2,87022.33,0.11,154899.75
596,305,38,3,63733.9,0.11,170169.51
597,306,21,2,89758.59,0.14,154384.77
598,306,3,4,38029.77,0.14,130822.41
599,307,17,4,36163.71,0.02,141761.74
600,307,48,2,19314.88,0.02,37857.16
601,307,68,1,69422.62,0.02,68034.17
602,308,33,1,11641.39,0.11,10360.84
603,309,6,3,62861.73,0.04,181041.78
604,309,50,4,38127.37,0.04,146409.1
605,310,48,3,19314.88,0.27,42299.59
606,311,6,2,62861.73,0.05,119437.29
607,311,24,3,22701.13,0.05,64698.22
608,311,52,3,5579.09,0.05,15900.41
609,312,24,2,22701.13,0.09,41316.06
610,312,38,1,63733.9,0.09,57997.85
611,313,61,3,83999.02,0.23,194037.74
612,313,49,4,88678.27,0.23,273129.07
613,314,38,1,63733.9,0.24,48437.76
614,314,66,2,61904.99,0.24,94095.58
615,314,74,1,83325.17,0.24,63327.13
616,315,72,2,80912.32,0.19,131077.96
617,316,36,4,80974.31,0.0,323897.24
618,316,43,1,5548.08,0.0,5548.08
619,316,18,3,19214.13,0.0,57642.39
620,317,8,3,23879.43,0.27,52295.95
621,318,28,2,75765.07,0.2,121224.11
622,319,46,3,8900.99,0.26,19760.2
623,319,25,1,61384.76,0.26,45424.72
624,319,68,4,69422.62,0.26,205490.96
625,319,33,2,11641.39,0.26,17229.26
626,320,14,4,57183.55,0.18,187562.04
627,320,12,4,40860.59,0.18,134022.74
628,320,13,1,60347.75,0.18,49485.16
629,321,78,2,20095.79,0.28,28937.94
630,321,26,1,10127.54,0.28,7291.83
631,322,26,2,10127.54,0.1,18229.57
632,322,64,2,84508.81,0.1,152115.86
633,323,42,1,31950.35,0.3,22365.24
634,323,29,4,48589.17,0.3,136049.68
